1001,34218,727898241,110325.04386888495,18.35263545288548,33.806323173307334,627601.2746,1639980783.0366001,221411.81150000001,58174.829100000003,295326386.62739998,64747.5098
1003,98490,2299915009,84632.32842292756,17.28172394346646,35.239637370205365,1120272.5474,4146836727.1557999,159367.049,103842.466,738964719.48539996,45839.932999999997
1005,25417,460055009,93554.57177213495,22.018115626283127,33.10535492179514,1053409.3424,2323883724.9573998,180786.21580000001,97644.652700000006,414429843.0438,52063.131399999998
1007,16577,282952321,114374.76882818897,22.769324561249061,32.427806897205407,533549.64950000006,1445231973.9438,234763.90220000001,49456.814299999998,261545196.6173,69188.365900000004
1009,39264,759503489,131616.20094768266,19.742395529379888,33.597750796942861,785633.86450000003,1833520042.3778,264129.99050000001,72823.491099999999,332065596.47189999,77935.925700000007
1011,11030,145229873,108595.18288319219,29.709270250281797,31.287016925103327,549394.598,738762449.64250004,210160.40410000001,50925.544900000001,132183150.4042,60838.073600000003
1013,21891,329116161,100256.96698392475,26.280027891729418,32.389452792508308,1173548.9539999999,2986049261.7598,198368.91,108780.8656,535747726.30549997,57673.418799999999
1015,116025,2362596609,139034.40748597862,18.626037119359715,34.808661150853474,2176170.4711000002,11140544817.5767,270370.97090000001,201717.79509999999,2009073855.0330999,79244.341899999999
1017,36876,701510017,124409.09490615454,20.216322769365146,33.508891831485101,1136667.8470999999,5476514564.5181999,234180.80489999999,105362.2108,979853618.27919996,67788.0717
1019,19546,368657793,138456.97983592894,20.119578052754804,32.806735960517031,514861.05839999998,1292758448.9140999,269414.4129,47724.495300000002,233435644.92809999,79124.599499999997
1021,32463,606812161,120543.81626898031,20.655704335016068,33.342960657137681,820821.37800000003,2051538812.9821,244649.85800000001,76085.160000000003,370546591.37089998,71881
1023,16018,293191201,75986.20381861052,22.346744467899498,32.758673709440536,844142.98210000002,1479402294.0950999,158023.94649999999,78246.931200000006,266970444.9513,46364.309999999998
1025,27242,468027617,75789.32768504374,23.815804196339332,33.106749419269235,1115554.7476999999,2846936180.6188998,154444.58470000001,103405.15459999999,511747781.64520001,45035.832199999997
1027,13252,240320129,121265.47954117182,21.27516220111562,32.356640121456863,427098.1103,983013321.21720004,235432.1973,39589.402699999999,176979782.7103,68822.7212
1029,12731,239171233,149753.24439311761,20.002316517443642,32.335384413936481,327002.62829999998,752149076.65670002,277922.19,30311.159,135161396.13679999,81003.685100000002
1031,40240,863971585,87194.340235134761,18.72605201551416,34.088726528004202,1167879.9523,3037019400.1638999,168640.74849999999,108255.3835,541522402.3721,48553.524700000002
1033,51543,1120265345,103087.97187199126,18.115342158006811,34.305349529086506,1374539.9155999999,6604165383.7819004,218033.44320000001,127411.5079,1205672768.3886001,65149.866099999999
1035,14061,212727809,96294.579823377702,26.247652064539,31.981006390546778,972579.32559999998,1834155863.3041999,189495.9423,90152.200700000001,328614806.55070001,54971.469799999999
1037,11064,194343729,112289.81882580498,22.176746774745435,32.114066126455661,365078.56709999999,1099702450.2532001,226987.35690000001,33840.5674,198277311.215,66506.720199999996
1039,36475,646355777,79890.310588453693,22.938269540205852,33.467623692762693,1584753.2061000001,4745799589.7275,155380.35370000001,146897.00409999999,846874188.05760002,44791.009899999997
1041,13638,229537985,95870.763326579909,23.606635683547946,32.261859586785711,766354.29989999998,1455219454.4003999,189461.53779999999,71036.392500000002,260798106.77959999,54986.4208
1043,67625,1343959425,139041.12505556055,19.084331918643098,34.198189763015002,1587718.1281000001,3531640018.9949002,283712.3947,147171.83429999999,641297381.76909995,84062.321100000001
1045,49634,998963393,89020.407138191324,19.924721290823577,34.102563325808859,775365.90630000003,1984779768.9656999,171426.26430000001,71871.713699999993,353438120.0794,49253.978999999999
1047,48137,764110849,83518.696180629107,25.465279139024435,33.407720643371981,1968140.9221000001,4978258138.1546001,169935.2268,182434.71849999999,895814439.63530004,49636.0504
1049,54656,998601537,137412.72165210065,20.789354095050161,33.745653271997625,1485018.6886,3296622502.869,281739.0209,137652.21960000001,598107039.60070002,83364.673699999999
1051,49214,999614465,108685.43884674342,19.25677083558616,34.041439195976871,980951.87580000004,3282720117.2997999,215958.26560000001,90928.285300000003,590234310.06219995,62998.803500000002
1053,35609,600030401,82196.617586322391,24.036904009875986,33.286072653563672,1170654.9794999999,3734029380.7447,160228.38,108512.61169999999,668202480.11389995,46393.488599999997
1055,99812,2088145921,147701.72943826421,17.992746690091952,34.71266959719928,2491481.1052999999,13382325472.7624,297544.70779999997,230945.17720000001,2421270535.5475001,87659.8024
1057,17963,337056929,98411.768642936571,21.105394792590907,32.842765540894,601373.00549999997,1294045255.6749001,205585.12270000001,55743.627800000002,235166547.1794,60989.4954
1059,27815,478818017,93980.964185141536,23.138081323108963,33.047938928632433,963175.61860000005,2732480022.9260001,199799.67559999999,89280.534199999995,498607902.7744,59656.183799999999
1061,23651,439487937,77952.151994892818,21.941826919123059,33.182071323896892,988639.62390000001,2552910123.5922999,148223.30050000001,91640.892900000006,453590162.82029998,42437.327299999997
1063,10154,121795393,105367.85775861047,32.735315334690341,30.945443777598399,689318.88659999997,661301856.0596,218296.7985,63895.677199999998,119642542.00660001,64306.508099999999
1065,15499,240699441,91817.903269975272,25.722396287391646,32.173270946537215,793731.29969999997,1107743506.6169,190706.15919999999,73574.074200000003,200338940.9253,56146.243699999999
1067,15374,289796417,87062.484117390777,21.333579614448748,32.749008785117681,715808.7193,1682831770.7465999,165682.5048,66351.123900000006,299215578.861,47490.303699999997
